"","Spanish","French","German","Italian","Polish","Chinese","Filipino, Tagalog","Japanese","Greek","American Indian (all)","Portuguese","Korean","Other or not reported","Hindi and related","Yiddish, Jewish","Arabic","Vietnamese","Czech","Serbo-Croatian, Yugoslavian, Slavonian","Magyar, Hungarian","Russian","Dutch","Norwegian","Persian, Iranian, Farsi","Slovak","Armenian","Swedish","Hebrew, Israeli","Thai, Siamese, Lao","Finnish","Lithuanian","Ukrainian, Ruthenian, Little Russian","Sub-Saharan Africa","Micronesian, Polynesian","Dravidian","Danish","Turkish","Celtic","Rumanian","Slovene","Other Malayan","Indonesian","Albanian","Amharic, Ethiopian, etc","Hawaiian","Tibetan","Other Balto-Slavic","Near East Arabic dialect","Other East/Southeast Asian","Icelandic","African, n.s","Hamitic","Burmese, Lisu, Lolo","Basque","Other Altaic","Romany, Gypsy","Other Persian dialects","Kurukh","Uralic","Caucasian, Georgian, Avar","Burushaski","English","N/A or blank"
"55",7400,200,600,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56",113000,6800,11400,3600,1200,2000,200,2600,1800,1200,600,1800,1600,400,200,2800,800,1400,1600,800,600,800,600,800,200,200,400,1000,200,200,200,400,600,0,400,200,0,0,0,200,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57",3800,800,400,3600,0,0,0,0,1000,0,0,0,0,400,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58",3800,1600,800,4400,1400,0,200,400,0,0,800,0,800,0,400,0,0,0,0,0,0,200,0,0,0,0,200,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59",12000,400,200,2600,1400,200,0,0,400,0,2600,0,0,0,0,0,0,0,0,2200,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,200,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60",2200,1600,0,4800,200,0,0,0,400,0,1200,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61",5400,1800,200,1600,4600,0,0,0,800,600,0,0,200,0,200,0,200,200,0,0,200,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62",13000,1800,600,1600,1600,200,0,0,600,0,0,0,0,0,0,200,0,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63",24200,34400,7800,38800,17600,1000,600,600,4200,200,7600,1200,1600,1400,1400,400,800,1000,800,3000,1000,2800,600,1400,1800,0,1600,800,0,400,1800,1000,200,0,200,800,0,400,0,400,400,0,200,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64",1600,800,400,400,0,0,0,200,400,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65",5800,1400,400,3400,2400,0,800,0,400,200,200,0,0,600,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66",12800,5200,1400,800,200,1000,800,400,800,0,0,0,1200,0,200,200,600,0,0,0,200,0,200,400,0,0,0,200,0,0,0,0,600,0,0,0,0,200,0,0,0,0,0,800,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0
"67",1200,1000,1400,800,0,0,200,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68",2600,1400,200,2000,0,800,200,200,200,200,0,0,600,0,0,0,200,0,0,0,0,1000,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69",2800,1800,800,1400,800,200,200,0,800,0,400,0,200,0,0,0,0,0,0,1000,0,0,0,0,400,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70",4600,3800,2400,3200,1800,0,800,0,1200,200,200,600,1200,0,0,0,400,200,1000,800,0,0,0,0,400,0,400,0,400,0,400,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71",33600,1200,1600,4600,400,400,0,0,200,200,0,2600,1200,400,0,600,400,0,0,200,0,600,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72",800,200,600,600,800,0,0,0,0,200,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73",2800,1800,1600,600,600,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74",3000,1800,400,1200,400,0,0,400,0,0,0,0,0,0,0,0,200,0,0,200,0,0,0,0,0,200,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75",308400,17200,5800,8800,3200,2000,800,200,1600,1000,1400,200,2800,1000,8600,600,0,1000,600,2000,1000,0,600,1200,200,1600,1000,1400,800,0,400,200,0,0,0,0,200,400,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0
"76",18200,4000,2800,2200,400,0,0,200,400,0,200,0,600,200,2600,600,0,200,600,0,200,400,200,400,400,0,200,400,0,1800,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77",2400,200,1200,200,0,200,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0
"78",14400,3600,3800,2000,200,800,3200,0,800,400,400,1000,1800,0,800,1800,200,400,0,400,0,0,0,200,200,0,200,0,600,200,0,0,600,0,0,0,0,200,0,200,0,200,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79",22400,8200,3800,11000,2200,1800,0,0,400,400,800,0,1000,400,7000,200,0,0,400,1200,0,400,0,200,200,200,200,200,0,0,0,0,200,200,0,200,0,0,400,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80",200,0,0,400,400,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81",600,1000,1400,2000,1600,200,0,0,600,0,0,0,0,0,0,0,0,0,0,400,0,200,0,0,200,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82",1800,200,400,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83",1200,0,800,400,800,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84",4800,1000,1000,400,800,0,600,0,600,0,0,0,0,600,0,0,200,0,0,0,0,0,0,0,200,0,400,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85",9200,800,1600,1200,200,400,400,200,600,0,0,400,600,0,600,400,400,0,0,0,0,200,0,200,0,0,400,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86",5000,200,400,400,0,600,0,0,0,0,200,0,200,200,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87",200,0,200,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88",4200,3200,1600,400,400,600,200,0,200,400,0,800,1000,800,0,0,400,0,0,200,200,200,0,400,0,0,0,400,0,0,0,0,0,200,400,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89",800,400,0,0,0,0,0,200,400,0,0,200,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90",400,200,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91",2000,400,600,0,0,0,0,0,0,0,0,0,200,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92",800,400,600,0,0,0,200,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93",2000,600,200,0,0,0,0,0,0,0,0,800,200,0,0,0,400,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94",200,200,400,200,0,400,0,0,0,0,0,200,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95",11200,4800,2800,400,600,1400,800,0,200,0,600,400,400,1200,200,400,400,0,0,0,400,0,400,800,0,0,0,200,0,0,400,400,800,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0
"96",9400,3800,4400,400,200,1000,0,200,400,0,0,2000,1600,0,0,400,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,200,0,0,200,400,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97",600,600,600,0,0,400,0,0,0,800,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,200,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
